problem,solver,run,conv,time_ms,nit,stage
Beale_2D,v74a,47,1,146.0,0,homotopy_direct
Beale_2D,v74,47,1,146.9,0,homotopy_direct
Beale_2D,v54,48,1,57.0,0,homotopy_direct
Beale_2D,v71,48,1,57.0,0,homotopy_direct
Beale_2D,v74a,48,1,150.0,0,homotopy_direct
Beale_2D,v74,48,1,151.0,0,homotopy_direct
Beale_2D,v54,49,1,57.0,0,homotopy_direct
Beale_2D,v71,49,1,55.0,0,homotopy_direct
Beale_2D,v74a,49,1,149.0,0,homotopy_direct
Beale_2D,v74,49,1,149.0,0,homotopy_direct
Beale_2D_C,v54,0,1,262.2,25888,hgca_cma_refined
Beale_2D_C,v71,0,1,260.4,25888,hgca_cma_refined
Beale_2D_C,v74a,0,1,415.1,25888,hgca_cma_refined
Beale_2D_C,v74,0,1,409.6,25888,hgca_cma_refined
Beale_2D_C,v54,1,1,189.9,18321,hgca_cma_refined
Beale_2D_C,v71,1,1,222.0,18321,hgca_cma_refined
Beale_2D_C,v74a,1,1,352.2,18321,hgca_cma_refined
Beale_2D_C,v74,1,1,346.6,18321,hgca_cma_refined
Beale_2D_C,v54,2,1,219.0,22688,hgca_cma_refined
Beale_2D_C,v71,2,1,215.0,22688,hgca_cma_refined
Beale_2D_C,v74a,2,1,387.0,22688,hgca_cma_refined
Beale_2D_C,v74,2,1,386.5,22688,hgca_cma_refined
Beale_2D_C,v54,3,1,182.0,17080,hgca_cma_refined
Beale_2D_C,v71,3,1,186.0,17080,hgca_cma_refined
Beale_2D_C,v74a,3,1,331.0,17080,hgca_cma_refined
Beale_2D_C,v74,3,1,330.2,17080,hgca_cma_refined
Beale_2D_C,v54,4,1,225.0,22936,hgca_cma_refined
Beale_2D_C,v71,4,1,225.0,22936,hgca_cma_refined
Beale_2D_C,v74a,4,1,382.0,22936,hgca_cma_refined
Beale_2D_C,v74,4,1,383.0,22936,hgca_cma_refined
Beale_2D_C,v54,5,1,192.6,17953,hgca_cma_refined
Beale_2D_C,v71,5,1,187.0,17953,hgca_cma_refined
Beale_2D_C,v74a,5,1,341.0,17953,hgca_cma_refined
Beale_2D_C,v74,5,1,345.0,17953,hgca_cma_refined
Beale_2D_C,v54,6,1,244.0,25768,hgca_cma_refined
Beale_2D_C,v71,6,1,254.1,25768,hgca_cma_refined
Beale_2D_C,v74a,6,1,412.0,25768,hgca_cma_refined
Beale_2D_C,v74,6,1,402.6,25768,hgca_cma_refined
Beale_2D_C,v54,7,1,230.6,23824,hgca_cma_refined
Beale_2D_C,v71,7,1,232.4,23824,hgca_cma_refined
Beale_2D_C,v74a,7,1,391.6,23824,hgca_cma_refined
Beale_2D_C,v74,7,1,402.5,23824,hgca_cma_refined
Beale_2D_C,v54,8,1,184.0,16560,hgca_cma_refined
Beale_2D_C,v71,8,1,179.6,16560,hgca_cma_refined
Beale_2D_C,v74a,8,1,347.5,16560,hgca_cma_refined
Beale_2D_C,v74,8,1,339.0,16560,hgca_cma_refined
Beale_2D_C,v54,9,1,225.0,22231,hgca_cma_refined
Beale_2D_C,v71,9,1,231.5,22231,hgca_cma_refined
