problem,solver,run,conv,time_ms,nit,stage
Griewank_20D,v71,15,1,1760.5,76840,hgca_cma_refined
Griewank_20D,v54,16,1,750.9,76839,hgca_cma_refined
Griewank_20D,v71,16,1,866.6,76839,hgca_cma_refined
Griewank_20D,v54,17,1,1185.0,76838,hgca_cma_refined
Griewank_20D,v71,17,1,2096.2,76838,hgca_cma_refined
Griewank_20D,v54,18,1,2017.0,76836,hgca_cma_refined
Griewank_20D,v71,18,1,2007.0,76836,hgca_cma_refined
Griewank_20D,v54,19,1,1307.0,76840,hgca_cma_refined
Griewank_20D,v71,19,1,960.1,76840,hgca_cma_refined
Griewank_20D,v54,20,1,906.1,76841,hgca_cma_refined
Griewank_20D,v71,20,1,850.0,76841,hgca_cma_refined
Griewank_20D,v54,21,1,940.3,76836,hgca_cma_refined
Griewank_20D,v71,21,1,939.7,76836,hgca_cma_refined
Griewank_20D,v54,22,1,2.0,11,direct_newton
Griewank_20D,v71,22,1,2.0,11,direct_newton
Griewank_20D,v54,23,1,53.7,0,homotopy_direct
Griewank_20D,v71,23,1,49.0,0,homotopy_direct
Griewank_20D,v54,24,1,890.9,76840,hgca_cma_refined
Griewank_20D,v71,24,1,979.8,76840,hgca_cma_refined
Griewank_20D,v54,25,1,1743.9,76836,hgca_cma_refined
Griewank_20D,v71,25,1,1000.1,76836,hgca_cma_refined
Griewank_20D,v54,26,1,4.9,11,direct_newton
Griewank_20D,v71,26,1,4.1,11,direct_newton
Griewank_20D,v54,27,1,5.0,11,direct_newton
Griewank_20D,v71,27,1,4.0,11,direct_newton
Griewank_20D,v54,28,1,1612.4,76840,hgca_cma_refined
Griewank_20D,v71,28,1,1026.1,76840,hgca_cma_refined
Griewank_20D,v54,29,1,976.0,76839,hgca_cma_refined
Griewank_20D,v71,29,1,952.1,76839,hgca_cma_refined
Michalewicz_10D_XE,v54,0,1,378.6,30380,hgca_cma_refined
Michalewicz_10D_XE,v71,0,1,530.8,30380,hgca_cma_refined
Michalewicz_10D_XE,v54,1,1,534.0,24731,hgca_cma_refined
Michalewicz_10D_XE,v71,1,1,552.3,24731,hgca_cma_refined
Michalewicz_10D_XE,v54,2,1,687.3,23676,hgca_cma_refined
Michalewicz_10D_XE,v71,2,1,614.0,23676,hgca_cma_refined
Michalewicz_10D_XE,v54,3,1,606.4,28159,hgca_cma_refined
Michalewicz_10D_XE,v71,3,1,636.0,28159,hgca_cma_refined
Michalewicz_10D_XE,v54,4,1,527.5,24602,hgca_cma_refined
Michalewicz_10D_XE,v71,4,1,511.0,24602,hgca_cma_refined
Michalewicz_10D_XE,v54,5,1,973.3,31867,hgca_cma_refined
Michalewicz_10D_XE,v71,5,1,900.3,31867,hgca_cma_refined
Michalewicz_10D_XE,v54,6,1,1112.2,34194,hgca_cma_refined
Michalewicz_10D_XE,v71,6,1,997.3,34194,hgca_cma_refined
Michalewicz_10D_XE,v54,7,1,1048.5,26584,hgca_cma_refined
Michalewicz_10D_XE,v71,7,1,1027.6,26584,hgca_cma_refined
Michalewicz_10D_XE,v54,8,1,552.0,27037,hgca_cma_refined
Michalewicz_10D_XE,v71,8,1,570.0,27037,hgca_cma_refined
